# emoji	name	group	subgroup	version	codes	terms
💇🏿	person getting haircut: dark skin tone	People & Body	person-activity	1.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,persongettinghaircutdarkskintone,person,getting,haircut,dark,skin,tone,persongetting,gettinghaircut,haircutdark,darkskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|深肤色|人物|人|身体|活动
💇‍♂️	man getting haircut	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nan,nanxing,nx,renwu,rw,ren,shenti,st,huodong,hd,mangettinghaircut,man,getting,haircut,mangetting,gettinghaircut,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|男|男性|人物|人|身体|活动
💇🏻‍♂️	man getting haircut: light skin tone	People & Body	person-activity	4.0	titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounv,jiantoufanv,jianfanv,lifanv,nan,nanxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,mangettinghaircutlightskintone,man,getting,haircut,light,skin,tone,mangetting,gettinghaircut,haircutlight,lightskin,skintone,peoplebody,personactivity	剃头男|剪头发男|剪发男|理发男|剃头|剪头发|剪发|理发|剃头女|剪头发女|剪发女|理发女|男|男性|浅肤色|人物|人|身体|活动
💇🏼‍♂️	man getting haircut: medium-light skin tone	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,mangettinghaircutmediumlightskintone,man,getting,haircut,medium,light,skin,tone,mangetting,gettinghaircut,haircutmedium,mediumlight,lightskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|男|男性|浅肤色|中浅肤色|人物|人|身体|活动
💇🏽‍♂️	man getting haircut: medium skin tone	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nan,nanxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,mangettinghaircutmediumskintone,man,getting,haircut,medium,skin,tone,mangetting,gettinghaircut,haircutmedium,mediumskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|男|男性|中等肤色|人物|人|身体|活动
💇🏾‍♂️	man getting haircut: medium-dark skin tone	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,mangettinghaircutmediumdarkskintone,man,getting,haircut,medium,dark,skin,tone,mangetting,gettinghaircut,haircutmedium,mediumdark,darkskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|男|男性|中深肤色|深肤色|人物|人|身体|活动
💇🏿‍♂️	man getting haircut: dark skin tone	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nan,nanxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,mangettinghaircutdarkskintone,man,getting,haircut,dark,skin,tone,mangetting,gettinghaircut,haircutdark,darkskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|男|男性|深肤色|人物|人|身体|活动
💇‍♀️	woman getting haircut	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nv,nvxing,nx,renwu,rw,ren,shenti,st,huodong,hd,womangettinghaircut,woman,getting,haircut,womangetting,gettinghaircut,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|女|女性|人物|人|身体|活动
💇🏻‍♀️	woman getting haircut: light skin tone	People & Body	person-activity	4.0	titounv,ttn,jiantoufanv,jtfn,jianfanv,jfn,lifanv,lfn,titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,jiantoufanan,jianfanan,lifanan,nv,nvxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,womangettinghaircutlightskintone,woman,getting,haircut,light,skin,tone,womangetting,gettinghaircut,haircutlight,lightskin,skintone,peoplebody,personactivity	剃头女|剪头发女|剪发女|理发女|剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|女|女性|浅肤色|人物|人|身体|活动
💇🏼‍♀️	woman getting haircut: medium-light skin tone	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,womangettinghaircutmediumlightskintone,woman,getting,haircut,medium,light,skin,tone,womangetting,gettinghaircut,haircutmedium,mediumlight,lightskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|女|女性|浅肤色|中浅肤色|人物|人|身体|活动
💇🏽‍♀️	woman getting haircut: medium skin tone	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nv,nvxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,womangettinghaircutmediumskintone,woman,getting,haircut,medium,skin,tone,womangetting,gettinghaircut,haircutmedium,mediumskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|女|女性|中等肤色|人物|人|身体|活动
💇🏾‍♀️	woman getting haircut: medium-dark skin tone	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nv,nvxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,womangettinghaircutmediumdarkskintone,woman,getting,haircut,medium,dark,skin,tone,womangetting,gettinghaircut,haircutmedium,mediumdark,darkskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|女|女性|中深肤色|深肤色|人物|人|身体|活动
💇🏿‍♀️	woman getting haircut: dark skin tone	People & Body	person-activity	4.0	titou,tt,jiantoufa,jtf,jianfa,jf,lifa,lf,titounan,ttn,jiantoufanan,jtfn,jianfanan,jfn,lifanan,lfn,titounv,jiantoufanv,jianfanv,lifanv,nv,nvxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,womangettinghaircutdarkskintone,woman,getting,haircut,dark,skin,tone,womangetting,gettinghaircut,haircutdark,darkskin,skintone,peoplebody,personactivity	剃头|剪头发|剪发|理发|剃头男|剪头发男|剪发男|理发男|剃头女|剪头发女|剪发女|理发女|女|女性|深肤色|人物|人|身体|活动
🚶	person walking	People & Body	person-activity	0.6	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,renwu,rw,ren,shenti,st,huodong,hd,personwalking,person,walking,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|人物|人|身体|活动
🚶🏻	person walking: light skin tone	People & Body	person-activity	1.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkinglightskintone,person,walking,light,skin,tone,personwalking,walkinglight,lightskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|浅肤色|人物|人|身体|活动
🚶🏼	person walking: medium-light skin tone	People & Body	person-activity	1.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkingmediumlightskintone,person,walking,medium,light,skin,tone,personwalking,walkingmedium,mediumlight,lightskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|浅肤色|中浅肤色|人物|人|身体|活动
🚶🏽	person walking: medium skin tone	People & Body	person-activity	1.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkingmediumskintone,person,walking,medium,skin,tone,personwalking,walkingmedium,mediumskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|中等肤色|人物|人|身体|活动
🚶🏾	person walking: medium-dark skin tone	People & Body	person-activity	1.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkingmediumdarkskintone,person,walking,medium,dark,skin,tone,personwalking,walkingmedium,mediumdark,darkskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|中深肤色|深肤色|人物|人|身体|活动
🚶🏿	person walking: dark skin tone	People & Body	person-activity	1.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkingdarkskintone,person,walking,dark,skin,tone,personwalking,walkingdark,darkskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|深肤色|人物|人|身体|活动
🚶‍♂️	man walking	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nan,nanxing,nx,renwu,rw,ren,shenti,st,huodong,hd,manwalking,man,walking,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|男|男性|人物|人|身体|活动
🚶🏻‍♂️	man walking: light skin tone	People & Body	person-activity	4.0	manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounv,manbunv,xingrennv,xingzounv,zounv,nan,nanxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,manwalkinglightskintone,man,walking,light,skin,tone,manwalking,walkinglight,lightskin,skintone,peoplebody,personactivity	慢走男|漫步男|行人男|行走男|走男|慢走|漫步|行人|行走|走|慢走女|漫步女|行人女|行走女|走女|男|男性|浅肤色|人物|人|身体|活动
🚶🏼‍♂️	man walking: medium-light skin tone	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,manwalkingmediumlightskintone,man,walking,medium,light,skin,tone,manwalking,walkingmedium,mediumlight,lightskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|男|男性|浅肤色|中浅肤色|人物|人|身体|活动
🚶🏽‍♂️	man walking: medium skin tone	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nan,nanxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,manwalkingmediumskintone,man,walking,medium,skin,tone,manwalking,walkingmedium,mediumskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|男|男性|中等肤色|人物|人|身体|活动
🚶🏾‍♂️	man walking: medium-dark skin tone	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,manwalkingmediumdarkskintone,man,walking,medium,dark,skin,tone,manwalking,walkingmedium,mediumdark,darkskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|男|男性|中深肤色|深肤色|人物|人|身体|活动
🚶🏿‍♂️	man walking: dark skin tone	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nan,nanxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,manwalkingdarkskintone,man,walking,dark,skin,tone,manwalking,walkingdark,darkskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|男|男性|深肤色|人物|人|身体|活动
🚶‍♀️	woman walking	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nv,nvxing,nx,renwu,rw,ren,shenti,st,huodong,hd,womanwalking,woman,walking,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|女|女性|人物|人|身体|活动
🚶🏻‍♀️	woman walking: light skin tone	People & Body	person-activity	4.0	manzounv,mzn,manbunv,mbn,xingrennv,xrn,xingzounv,xzn,zounv,zn,manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,manbunan,xingrennan,xingzounan,zounan,nv,nvxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,womanwalkinglightskintone,woman,walking,light,skin,tone,womanwalking,walkinglight,lightskin,skintone,peoplebody,personactivity	慢走女|漫步女|行人女|行走女|走女|慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|女|女性|浅肤色|人物|人|身体|活动
🚶🏼‍♀️	woman walking: medium-light skin tone	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,womanwalkingmediumlightskintone,woman,walking,medium,light,skin,tone,womanwalking,walkingmedium,mediumlight,lightskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|女|女性|浅肤色|中浅肤色|人物|人|身体|活动
🚶🏽‍♀️	woman walking: medium skin tone	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nv,nvxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,womanwalkingmediumskintone,woman,walking,medium,skin,tone,womanwalking,walkingmedium,mediumskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|女|女性|中等肤色|人物|人|身体|活动
🚶🏾‍♀️	woman walking: medium-dark skin tone	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nv,nvxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,womanwalkingmediumdarkskintone,woman,walking,medium,dark,skin,tone,womanwalking,walkingmedium,mediumdark,darkskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|女|女性|中深肤色|深肤色|人物|人|身体|活动
🚶🏿‍♀️	woman walking: dark skin tone	People & Body	person-activity	4.0	manzou,mz,manbu,mb,xingren,xr,xingzou,xz,zou,manzounan,mzn,manbunan,mbn,xingrennan,xrn,xingzounan,xzn,zounan,zn,manzounv,manbunv,xingrennv,xingzounv,zounv,nv,nvxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,womanwalkingdarkskintone,woman,walking,dark,skin,tone,womanwalking,walkingdark,darkskin,skintone,peoplebody,personactivity	慢走|漫步|行人|行走|走|慢走男|漫步男|行人男|行走男|走男|慢走女|漫步女|行人女|行走女|走女|女|女性|深肤色|人物|人|身体|活动
🚶‍➡️	person walking facing right	People & Body	person-activity	15.1	renwu,rw,ren,shenti,st,huodong,hd,personwalkingfacingright,person,walking,facing,right,personwalking,walkingfacing,facingright,peoplebody,personactivity	人物|人|身体|活动
🚶🏻‍➡️	person walking facing right: light skin tone	People & Body	person-activity	15.1	qianfuse,qfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkingfacingrightlightskintone,person,walking,facing,right,light,skin,tone,personwalking,walkingfacing,facingright,rightlight,lightskin,skintone,peoplebody,personactivity	浅肤色|人物|人|身体|活动
🚶🏼‍➡️	person walking facing right: medium-light skin tone	People & Body	person-activity	15.1	qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkingfacingrightmediumlightskintone,person,walking,facing,right,medium,light,skin,tone,personwalking,walkingfacing,facingright,rightmedium,mediumlight,lightskin,skintone,peoplebody,personactivity	浅肤色|中浅肤色|人物|人|身体|活动
🚶🏽‍➡️	person walking facing right: medium skin tone	People & Body	person-activity	15.1	zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkingfacingrightmediumskintone,person,walking,facing,right,medium,skin,tone,personwalking,walkingfacing,facingright,rightmedium,mediumskin,skintone,peoplebody,personactivity	中等肤色|人物|人|身体|活动
🚶🏾‍➡️	person walking facing right: medium-dark skin tone	People & Body	person-activity	15.1	zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,huodong,hd,personwalkingfacingrightmediumdarkskintone,person,walking,facing,right,medium,dark,skin,tone,personwalking,walkingfacing,facingright,rightmedium,mediumdark,darkskin,skintone,peoplebody,personactivity	中深肤色|深肤色|人物|人|身体|活动
